   644	season	159
   645	each	158
   646	kind	158
   647	special	158
   648	throw	158
   649	set	157
   650	gettin	156
   651	pussy	156
   652	drop	155
   653	sum	155
   654	under	155
   655	cold	154
   656	excite	154
   657	hello	154
   658	playing	154
   659	congrats	153
   660	hungry	153
   661	police	153
   662	amazing	152
   663	mess	152
   664	parent	152
   665	reply	152
   666	august	151
   667	become	151
   668	been	150
   669	chance	150
   670	class	150
   671	join	150
   672	notice	150
   673	bar	149
   674	shot	149
   675	tha	149
   676	worth	149
   677	message	147
   678	niggas	147
   679	shoot	147
   680	step	147
   681	tht	147
   682	wen	147
   683	child	146
   684	getting	146
   685	l	146
   686	strong	146
   687	aww	145
   688	store	145
   689	boyfriend	144
   690	different	144
   691	fact	144
   692	random	144
   693	worry	144
   694	deal	143
   695	less	143
   696	afghanistan	142
   697	ago	142
   698	fame	142
   699	goodnight	142
   700	nowplaying	142
   701	attention	141
   702	dress	140
   703	park	140
   704	thought	140
   705	bless	139
   706	kick	139
   707	door	138
   708	inside	138
   709	truth	138
   710	whatever	138
   711	huh	137
   712	til	137
   713	doin	136
   714	min	136
   715	blue	135
   716	hof	135
   717	beach	134
   718	green	134
   719	power	134
   720	rather	134
   721	ride	134
   722	between	133
   723	javamusikindo	133
   724	page	133
   725	agree	132
   726	daddy	132
   727	helicopter	132
   728	player	132
   729	slow	132
   730	wont	132
   731	chris	131
   732	forward	131
   733	pray	131
   734	proud	131
   735	touch	131
   736	blow	130
   737	boa	130
   738	followers	130
   739	share	130
   740	football	129
   741	front	129
   742	harry	129
   743	yesterday	129
   744	beer	128
   745	bye	128
   746	lord	128
   747	nt	128
   748	si	128
   749	spend	128
   750	doe	127
   751	everyday	127
   752	google	127
   753	j	127
   754	round	127
   755	straight	127
   756	trip	127
   757	yep	127
   758	choice	126
   759	marry	126
   760	nw	126
   761	shoutout	126
   762	busy	125
   763	chillin	125
   764	course	125
   765	low	125
   766	piss	125
   767	pizza	125
   768	smell	125
   769	vote	125
   770	during	124
   771	http	124
   772	link	124
   773	mouth	124
   774	shout	124
   775	band	123
   776	country	123
   777	internet	123
   778	totally	123
   779	cover	122
   780	cream	122
   781	guys	122
   782	fly	121
   783	gaga	121
   784	roll	121
   785	mistake	120
   786	mood	120
   787	pull	120
   788	alot	119
   789	cat	119
   790	que	119
   791	does	118
   792	pain	118
   793	pop	118
   794	blog	117
   795	ft	117
   796	talkin	117
   797	expect	116
   798	finna	116
   799	small	116
   800	tito	116
   801	tl	116
   802	definitely	115
   803	luck	115
   804	riot	115
   805	tear	115
   806	treat	115
   807	bieber	114
   808	deep	114
   809	freak	114
   810	looking	114
   811	yay	114
   812	college	113
   813	foot	113
   814	mother	113
   815	outside	113
   816	wife	113
   817	hug	112
   818	jesus	112
   819	promise	112
   820	suppose	112
   821	tour	112
   822	yours	112
   823	deserve	111
   824	nah	111
   825	sagittarius	111
   826	ticket	111
   827	visit	111
   828	behind	110
   829	brown	110
   830	couple	110
   831	london	110
   832	bitches	109
   833	credit	109
   834	dark	109
   835	event	109
   836	fam	109
   837	babe	108
   838	decide	108
   839	jersey	108
   840	lo	108
   841	troops	108
   842	un	108
   843	zodiacfacts	108
   844	clean	107
   845	mr	107
   846	order	107
   847	response	107
   848	sleepy	107
   849	bag	106
   850	iphone	106
   851	lay	106
   852	nope	106
   853	safe	106
   854	self	106
   855	able	105
   856	rite	105
   857	social	105
   858	state	105
   859	annoy	104
   860	ape	104
   861	britney	104
   862	cup	104
   863	exactly	104
   864	lame	104
   865	ring	104
   866	rise	104
   867	sun	104
   868	txt	104
   869	v	104
   870	web	104
   871	xx	104
   872	yup	104
   873	days	103
   874	middle	103
   875	alright	102
   876	friday	102
   877	list	102
   878	nasty	102
   879	scary	102
   880	south	102
   881	weak	102
   882	age	101
   883	bored	101
   884	chick	101
   885	chicken	101
   886	ex	101
   887	fool	101
   888	lucky	101
   889	rashad	101
   890	stick	101
   891	aug	100
   892	create	100
   893	hat	100
   894	instead	100
   895	ive	100
   896	shoe	100
   897	thru	100
   898	town	100
   899	youre	100
   900	bc	99
   901	card	99
   902	fresh	99
   903	imagine	99
   904	ladies	99
   905	outta	99
   906	reading	99
   907	sale	99
   908	scar	99
   909	service	99
   910	million	98
   911	noite	98
   912	spot	98
   913	weed	98
   914	appreciate	97
   915	asleep	97
   916	download	97
   917	fail	97
   918	group	97
   919	hahahaha	97
   920	jealous	97
   921	loud	97
   922	main	97
   923	mi	97
   924	sanders	97
   925	soul	97
   926	talking	97
   927	tonite	97
   928	anyway	96
   929	daily	96
   930	h	96
   931	hopefully	96
   932	retweeting	96
   933	texting	96
   934	block	95
   935	cook	95
   936	inspire	95
   937	peace	95
   938	potter	95
   939	sell	95
   940	update	95
   941	bottle	94
   942	earth	94
   943	evans	94
   944	holy	94
   945	hop	94
   946	road	94
   947	stage	94
   948	three	94
   949	went	94
   950	air	93
   951	click	93
   952	death	93
   953	doesnt	93
   954	lookin	93
   955	simple	93
   956	youtube	93
   957	buddy	92
   958	chocolate	92
   959	glee	92
   960	huge	92
   961	ignore	92
   962	plz	92
   963	pool	92
   964	primetime	92
   965	test	92
   966	against	91
   967	burn	91
   968	dong	91
   969	naw	91
   970	pack	91
   971	pass	91
   972	radio	91
   973	wall	91
   974	waste	91
   975	weather	91
   976	website	91
   977	account	90
   978	bear	90
   979	bus	90
   980	conversation	90
   981	king	90
   982	lead	90
   983	leg	90
   984	soooo	90
   985	avi	89
   986	bullshit	89
   987	felt	89
   988	figure	89
   989	jk	89
   990	rd	89
   991	review	89
   992	taste	89
   993	apes	88
   994	hahah	88
   995	important	88
   996	invite	88
   997	sense	88
   998	spam	88
   999	success	88
  1000	wedding	88
  1001	case	87
  1002	dey	87
  1003	hehe	87
  1004	hilarious	87
  1005	hotel	87
  1006	mall	87
  1007	poor	87
  1008	usually	87
  1009	anybody	86
  1010	asap	86
  1011	awww	86
  1012	cake	86
  1013	chat	86
  1014	control	86
  1015	eh	86
  1016	girlfriend	86
  1017	hood	86
  1018	level	86
  1019	sky	86
  1020	broke	85
  1021	drama	85
  1022	extra	85
  1023	film	85
  1024	interesting	85
  1025	smart	85
  1026	um	85
  1027	butt	84
  1028	gift	84
  1029	id	84
  1030	lovely	84
  1031	member	84
  1032	north	84
  1033	ohh	84
  1034	tattoo	84
  1035	tf	84
  1036	version	84
  1037	wonderful	84
  1038	attack	83
  1039	channel	83
  1040	clothes	83
  1041	ctfu	83
  1042	john	83
  1043	knock	83
  1044	lmaoo	83
  1045	official	83
  1046	pro	83
  1047	quick	83
  1048	quote	83
  1049	site	83
  1050	steal	83
  1051	bust	82
  1052	casa	82
  1053	email	82
  1054	episode	82
  1055	happens	82
  1056	jump	82
  1057	memory	82
  1058	sport	82
  1059	track	82
  1060	blast	81
  1061	camp	81
  1062	fell	81
  1063	honestly	81
  1064	piece	81
  1065	prime	81
  1066	travel	81
  1067	vs	81
  1068	war	81
  1069	afraid	80
  1070	agora	80
  1071	american	80
  1072	article	80
  1073	computer	80
  1074	cross	80
  1075	having	80
  1076	nick	80
  1077	race	80
  1078	release	80
  1079	style	80
  1080	tea	80
  1081	trend	80
  1082	wax	80
  1083	box	79
  1084	btw	79
  1085	excuse	79
  1086	fair	79
  1087	finger	79
  1088	fit	79
  1089	mike	79
  1090	nfl	79
  1091	rap	79
  1092	watchin	79
  1093	wayne	79
  1094	fix	78
  1095	husband	78
  1096	nap	78
  1097	rid	78
  1098	skin	78
  1099	surprise	78
  1100	teach	78
  1101	count	77
  1102	def	77
  1103	dj	77
  1104	faulk	77
  1105	fish	77
  1106	mark	77
  1107	punch	77
  1108	sir	77
  1109	whenever	77
  1110	action	76
  1111	along	76
  1112	aw	76
  1113	aye	76
  1114	bang	76
  1115	certain	76
  1116	color	76
  1117	con	76
  1118	eating	76
  1119	epic	76
  1120	left	76
  1121	lunch	76
  1122	possible	76
  1123	report	76
  1124	tooo	76
  1125	uh	76
  1126	yr	76
  1127	alive	75
  1128	amp	75
  1129	artist	75
  1130	choose	75
  1131	crap	75
  1132	doing	75
  1133	heard	75
  1134	lip	75
  1135	marshall	75
  1136	stomach	75
  1137	bestfriend	74
  1138	bite	74
  1139	blame	74
  1140	boondocks	74
  1141	bouta	74
  1142	double	74
  1143	gas	74
  1144	goal	74
  1145	grandma	74
  1146	luv	74
  1147	plus	74
  1148	practice	74
  1149	q	74
  1150	quit	74
  1151	said	74
  1152	shake	74
  1153	twice	74
  1154	west	74
  1155	youu	74
  1156	arm	73
  1157	booty	73
  1158	boys	73
  1159	comment	73
  1160	glass	73
  1161	ii	73
  1162	issue	73
  1163	mac	73
  1164	return	73
  1165	spell	73
  1166	yah	73
  1167	art	72
  1168	company	72
  1169	everytime	72
  1170	has	72
  1171	market	72
  1172	momma	72
  1173	remind	72
  1174	scared	72
  1175	station	72
  1176	unless	72
  1177	wild	72
  1178	dirty	71
  1179	fear	71
  1180	followback	71
  1181	mix	71
  1182	often	71
  1183	price	71
  1184	push	71
  1185	reach	71
  1186	secret	71
  1187	shes	71
  1188	abt	70
  1189	ahh	70
  1190	app	70
  1191	dope	70
  1192	hmm	70
  1193	made	70
  1194	nail	70
  1195	neversaynever	70
  1196	record	70
  1197	amen	69
  1198	being	69
  1199	crush	69
  1200	ear	69
  1201	final	69
  1202	hide	69
  1203	ipad	69
  1204	judge	69
  1205	lonely	69
  1206	lost	69
  1207	pink	69
  1208	prayer	69
  1209	project	69
  1210	quite	69
  1211	rating	69
  1212	rich	69
  1213	score	69
  1214	shall	69
  1215	somewhere	69
  1216	tough	69
  1217	tumblr	69
  1218	wine	69
  1219	aha	68
  1220	bird	68
  1221	crack	68
  1222	difference	68
  1223	five	68
  1224	heaven	68
  1225	impossible	68
  1226	ipod	68
  1227	key	68
  1228	ny	68
  1229	teen	68
  1230	wet	68
  1231	ada	67
  1232	co	67
  1233	contact	67
  1234	den	67
  1235	explain	67
  1236	havent	67
  1237	human	67
  1238	knee	67
  1239	lazy	67
  1240	naked	67
  1241	truly	67
  1242	upset	67
  1243	wats	67
  1244	area	66
  1245	bruh	66
  1246	cheese	66
  1247	dang	66
  1248	dem	66
  1249	gorgeous	66
  1250	hurry	66
  1251	attitude	65
  1252	button	65
  1253	daughter	65
  1254	downgrade	65
  1255	dr	65
  1256	especially	65
  1257	ff	65
  1258	fml	65
  1259	gold	65
  1260	headache	65
  1261	living	65
  1262	notebook	65
  1263	obama	65
  1264	pant	65
  1265	public	65
  1266	taylor	65
  1267	thinking	65
  1268	view	65
  1269	weight	65
  1270	were	65
  1271	angry	64
  1272	classic	64
  1273	delete	64
  1274	except	64
  1275	fry	64
  1276	gun	64
  1277	ish	64
  1278	mane	64
  1279	network	64
  1280	nothin	64
  1281	pretend	64
  1282	scream	64
  1283	screw	64
  1284	situation	64
  1285	someday	64
  1286	stress	64
  1287	te	64
  1288	told	64
  1289	window	64
  1290	york	64
  1291	absolutely	63
  1292	aday	63
  1293	ate	63
  1294	continue	63
  1295	design	63
  1296	di	63
  1297	dry	63
  1298	energy	63
  1299	handle	63
  1300	hmmm	63
  1301	ion	63
  1302	none	63
  1303	ortiz	63
  1304	pa	63
  1305	pls	63
  1306	scene	63
  1307	sigh	63
  1308	teacher	63
  1309	texas	63
  1310	thatawkwardmoment	63
  1311	awake	62
  1312	blood	62
  1313	camera	62
  1314	charge	62
  1315	commercial	62
  1316	complete	62
  1317	doubt	62
  1318	hater	62
  1319	hella	62
  1320	hoes	62
  1321	lake	62
  1322	loss	62
  1323	offer	62
  1324	paper	62
  1325	premiere	62
  1326	seeing	62
  1327	stuck	62
  1328	table	62
  1329	tip	62
  1330	wind	62
  1331	apple	61
  1332	crowd	61
  1333	dun	61
  1334	focus	61
  1335	force	61
  1336	homie	61
  1337	joe	61
  1338	law	61
  1339	mixtape	61
  1340	near	61
  1341	perform	61
  1342	stfu	61
  1343	study	61
  1344	train	61
  1345	warm	61
  1346	accept	60
  1347	base	60
  1348	begin	60
  1349	blah	60
  1350	chicago	60
  1351	chinese	60
  1352	crib	60
  1353	honey	60
  1354	hr	60
  1355	met	60
  1356	relax	60
  1357	advice	59
  1358	anniversary	59
  1359	anytime	59
  1360	apparently	59
  1361	bill	59
  1362	bos	59
  1363	cancer	59
  1364	evening	59
  1365	everywhere	59
  1366	fck	59
  1367	four	59
  1368	honest	59
  1369	info	59
  1370	interview	59
  1371	kids	59
  1372	listening	59
  1373	lock	59
  1374	marketing	59
  1375	model	59
  1376	philly	59
  1377	rule	59
  1378	sayin	59
  1379	storm	59
  1380	tag	59
  1381	themselves	59
  1382	van	59
  1383	yhu	59
  1384	ahhh	58
  1385	bomb	58
  1386	cheap	58
  1387	coffee	58
  1388	crew	58
  1389	enter	58
  1390	floor	58
  1391	happiness	58
  1392	heavy	58
  1393	history	58
  1394	literally	58
  1395	regret	58
  1396	se	58
  1397	selena	58
  1398	wasnt	58
  1399	airport	57
  1400	bother	57
  1401	cheer	57
  1402	etc	57
  1403	favorited	57
  1404	forgive	57
  1405	gosh	57
  1406	health	57
  1407	hip	57
  1408	juice	57
  1409	junior	57
  1410	laptop	57
  1411	lets	57
  1412	male	57
  1413	present	57
  1414	rude	57
  1415	search	57
  1416	shots	57
  1417	size	57
  1418	student	57
  1419	traffic	57
  1420	yang	57
  1421	background	56
  1422	bathroom	56
  1423	boom	56
  1424	brain	56
  1425	canada	56
  1426	faith	56
  1427	father	56
  1428	fav	56
  1429	jam	56
  1430	leo	56
  1431	looks	56
  1432	loving	56
  1433	mee	56
  1434	officially	56
  1435	porn	56
  1436	scorpio	56
  1437	usa	56
  1438	waiting	56
  1439	wood	56
  1440	alcohol	55
  1441	beyonce	55
  1442	bunch	55
  1443	dam	55
  1444	experience	55
  1445	feelin	55
  1446	heat	55
  1447	hill	55
  1448	horrible	55
  1449	itunes	55
  1450	james	55
  1451	lmfaoo	55
  1452	longer	55
  1453	mo	55
  1454	personal	55
  1455	ps	55
  1456	queen	55
  1457	remix	55
  1458	ridiculous	55
  1459	silly	55
  1460	skype	55
  1461	smiley	55
  1462	space	55
  1463	tax	55
  1464	thx	55
  1465	tight	55
  1466	title	55
  1467	trying	55
  1468	tuesday	55
  1469	tune	55
  1470	unlock	55
  1471	wash	55
  1472	words	55
  1473	worst	55
  1474	ac	54
  1475	across	54
  1476	confuse	54
  1477	drake	54
  1478	eyes	54
  1479	famous	54
  1480	flight	54
  1481	followed	54
  1482	hours	54
  1483	jail	54
  1484	load	54
  1485	neck	54
  1486	shopping	54
  1487	shyt	54
  1488	skinny	54
  1489	status	54
  1490	twitcon	54
  1491	vegas	54
  1492	wassup	54
  1493	bank	53
  1494	beast	53
  1495	bottom	53
  1496	comin	53
  1497	corner	53
  1498	feature	53
  1499	idiot	53
  1500	liquor	53
  1501	lmaooo	53
  1502	match	53
  1503	nut	53
  1504	profile	53
  1505	restaurant	53
  1506	smash	53
  1507	snap	53
  1508	unfollow	53
  1509	wanted	53
  1510	animal	52
  1511	bb	52
  1512	bt	52
  1513	calm	52
  1514	cc	52
  1515	gain	52
  1516	include	52
  1517	inspiration	52
  1518	jay	52
  1519	lem	52
  1520	local	52
  1521	makin	52
  1522	michael	52
  1523	moon	52
  1524	nose	52
  1525	pas	52
  1526	role	52
  1527	sat	52
  1528	sounds	52
  1529	times	52
  1530	trouble	52
  1531	tryin	52
  1532	uncle	52
  1533	award	51
  1534	breakfast	51
  1535	complain	51
  1536	dollar	51
  1537	east	51
  1538	english	51
  1539	fa	51
  1540	feat	51
  1541	grade	51
  1542	island	51
  1543	knw	51
  1544	later	51
  1545	lool	51
  1546	making	51
  1547	mommy	51
  1548	normal	51
  1549	ohhh	51
  1550	opinion	51
  1551	pet	51
  1552	president	51
  1553	raise	51
  1554	segue	51
  1555	serve	51
  1556	shark	51
  1557	somethin	51
  1558	spirit	51
  1559	stranger	51
  1560	third	51
  1561	wide	51
  1562	wing	51
  1563	adorable	50
  1564	available	50
  1565	basketball	50
  1566	captain	50
  1567	cd	50
  1568	celebrate	50
  1569	center	50
  1570	copy	50
  1571	entire	50
  1572	fill	50
  1573	flow	50
  1574	jean	50
  1575	land	50
  1576	loser	50
  1577	missing	50
  1578	nun	50
  1579	pair	50
  1580	quiet	50
  1581	row	50
  1582	rush	50
  1583	ryan	50
  1584	seal	50
  1585	system	50
  1586	thee	50
  1587	tt	50
  1588	walmart	50
  1589	apart	49
  1590	asshole	49
  1591	ave	49
  1592	beauty	49
  1593	boob	49
  1594	bug	49
  1595	build	49
  1596	clearly	49
  1597	drug	49
  1598	dvd	49
  1599	exit	49
  1600	following	49
  1601	giveaway	49
  1602	hospital	49
  1603	host	49
  1604	le	49
  1605	lick	49
  1606	midnight	49
  1607	mini	49
  1608	note	49
  1609	private	49
  1610	prolly	49
  1611	respond	49
  1612	san	49
  1613	seen	49
  1614	series	49
  1615	toe	49
  1616	total	49
  1617	women	49
  1618	working	49
  1619	annoying	48
  1620	boring	48
  1621	character	48
  1622	currently	48
  1623	cusp	48
  1624	follback	48
  1625	goes	48
  1626	goodbye	48
  1627	hah	48
  1628	hook	48
  1629	isnt	48
  1630	jack	48
  1631	milk	48
  1632	monster	48
  1633	movies	48
  1634	replace	48
  1635	ruin	48
  1636	sis	48
  1637	slowly	48
  1638	stories	48
  1639	swim	48
  1640	years	48
  1641	youshouldbeslapped	48
  1642	admit	47
  1643	bra	47
  1644	breath	47
  1645	candy	47
  1646	chest	47
  1647	china	47
  1648	consider	47
  1649	fans	47
  1650	golf	47
  1651	gross	47
  1652	havin	47
  1653	makeup	47
  1654	ocean	47
  1655	rick	47
  1656	sincerely	47
  1657	sitting	47
  1658	six	47
  1659	spread	47
  1660	swagg	47
  1661	switch	47
